,content,Pro Trump,Pro Biden,Neutral,one_hot_labels,sarcasm_labels
1436,Croatia ðŸ‡­ðŸ‡· 60:40 for @JoeBiden ðŸ‡ºðŸ‡¸ https://t.co/WZiAlAsLhA,0,0,1,[0 0 1],regular
1437,"@KamalaHarris @JoeBiden Kamala Harris Salam Hobe check a bar, Lazon yeah the right number but I’m on my first meal mom to copy shit",0,0,1,[0 0 1],regular
1438,It’s #FoxNews #ByeByeTrump official https://t.co/3W2bio3waa,0,1,0,[0 1 0],regular
1439,"Don't cry for White supremacist, anti-people Trump. But see how his hardcore friends deserted him so soon. This is so wierd, ""Biden is our best friend"". One quality you had Trump, ""YOU WERE HONEST WITH YOUR WORDS, YOU SAID WHAT YOU MEANT"",  #ByeByeTrump #bidenharis2020",0,1,0,[0 1 0],regular
1440,"@realDonaldTrump Trump's victory is our hope for the victory of jerusalem on November 3, 2020. Christian Clergy Alliance ttps://m.youtube.com/watch?v=BEJmP8T07JU",1,0,0,[1 0 0],regular
1441,"Process by phone:
1. Verification of identity
2. Confirm mail in and in person voting is not possible
3. Confirm rules, process
4. Transfer to elections officer (anonymous from here on)
5. Confirm declarations
6. Vote
7. 2nd officer confirms your choice then ballot in box.

Done.",0,0,1,[0 0 1],regular
1442,"Dear #Americans please vote for #Trump trust me you don't want a #SLEEPY president like ours!

#SleepyJoe #Vote2020 #VoteForTrump #Election2020 #USElection2020 https://t.co/ATGlYUFmRH",1,0,0,[1 0 0],regular
1443,"@Dash_of_Nerd @Dwntwnbrwn50 @LolsyByrne Sadly I wish this were true. Trump is loved by the serbian people. All having to do with Kosovo and the fact that he didnâ€™t want to bomb us. I, unlike most of the serbian ppl donâ€™t like trump and hope Biden wins",0,1,0,[0 1 0],regular
1444,"I would like to congratulate Joe Biden for his election as the 46th President of the United States of America and Kamala Harris as Vice-President.
I hope that You'll contribute against racism, environment and world peace. #bidenharis2020 #USAelection2020",0,1,0,[0 1 0],regular
1445,BIDEN ASSEMBLE 😂#Elections2020  #AvengersEndgame #Biden https://t.co/SYNsDAK9Wv,0,1,0,[0 1 0],regular
1446,"Ivanka Trump vs Joe Biden &amp; the Democrats in 2024.

#MAGA #KAG #Trump #IvankaForPresident https://t.co/4LQGHSzQuo",1,0,0,[1 0 0],regular
1447,"67% MNCs see #India among top choices for FDI: CII-EY.
@narendramodi @PMOIndia
@realDonaldTrump @POTUS
#BJP
#Trump2020
#TeamTrump
#NAMO
#MAGA
#AtmaNirbharBharat
https://t.co/HyKyNNM9ef via NaMo App https://t.co/PagnvHWGTq",0,0,1,[0 0 1],regular
1448,"#ChartOfTheDay - US Volatility To Remain High Even After Elections: https://t.co/Y6pKb3Xcry

#MarketUpdate #MarketInsights #WealthManagement #US #USElections #Economy #Market https://t.co/YLCwh9eylE",0,0,1,[0 0 1],regular
1449,"Is Three = 813 ?
PS: Who hates absentee ballots of 2020 Election? https://t.co/hNNru0OnIx",0,0,1,[0 0 1],regular
1450,@Mo_0179 There are deadlines tho. If you send it before the date it should arrive before nov3. Some ppl leave the state and canâ€™t come back for example like me. Thereâ€™s so many factors considering this year was high in mail-in ballots.,0,0,1,[0 0 1],regular
1451,Fuck you Biden and all your idiot voters #VoteTrump #Trump2020 https://t.co/sRPS3l57qe,1,0,0,[1 0 0],regular
1452,@KamalaHarris @JoeBiden No more #HungerGames !!!,0,0,1,[0 0 1],regular
1453,"Have you returned your absentee ballot? You can drop it off at a dropbox that looks like this or at your city clerk's office. Find those locations at https://t.co/MDIkY0RP6h
#absenteeballot #VoteEarly #NovemberIsComing https://t.co/fbU3J0EpS8",0,0,1,[0 0 1],regular
1454,@realDonaldTrump You are the best president #Trump2020,1,0,0,[1 0 0],regular
1455,"My new friend Rockie helped me vote from abroad. 100 shekels and hours later, I sent my ballot to Texas. They donâ€™t make it easy. ðŸ˜† https://t.co/O8NpYOpl7y",0,0,1,[0 0 1],regular
1456,"#President-elect #Biden continues to assemble a #WhiteHouse #SeniorStaff that looks like America, recognizes the challenges #Americans face, and is committed to delivering working #families results on Day One. https://t.co/HnMdgh7yBG",0,1,0,[0 1 0],regular
1457,@TOIIndiaNews Probably  #Biden saying... I am 77...you can  continue for 2 more terms,0,1,0,[0 1 0],regular
1458,"The #F35 debate is an inflated one - there are no serious negotiations ongoing between either the #UAE, #Qatar &amp; Washington - likely the #Trump admin made promises to Abu Dhabi without consulting #Israel or DC institutions in charge of such negotiations https://t.co/DNkdvBlAMy",0,0,1,[0 0 1],regular
1459,I just watched Borat's new movie and the satire on sick Republicans is fantastic! #BoratSubsequentMoviefilm #VoteBlueToEndTheNightmare #TrumpIsPathetic,0,1,0,[0 1 0],regular
1460,"only in America... only for Marvel's fans 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
😍😍😍😍😍😍😍😍😍😍😍😍
🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪
😂😂😂😂😂😂😂😂😂😂😂😂
#JoeBiden
#RuthBaderGinsburg
#GretaThunberg
#MichelleObama
#NancyPelosi
#Avengers
#SeanConnery
#BarackObama
#ElectionResult2020
#TrumpIsLosing https://t.co/hta45UeTW9",0,1,0,[0 1 0],regular
1461,I mean at least Biden attempted to ANSWER the question. #DebateTonight #Debates2020 #trump #biden,0,1,0,[0 1 0],regular
1462,"Sarajevo tonight celebrating @JoeBiden and @KamalaHarris Unity over division: Bosnia remembers! ðŸ‡ºðŸ‡¸ ðŸ‡§ðŸ‡¦ 
#USAElections2020 #JoeBidenKamalaHarris2020 https://t.co/HWJoiLTdkJ",0,0,1,[0 0 1],regular
1463,not a vote @JoeBiden linked to the corrupt former presidents of Mexico all support @realDonaldTrump ccp @USAmbMex buena noche Rt masivo https://t.co/OnKI5SUkjx,1,0,0,[1 0 0],regular
1464,Not exactly the sort of chappie you would let your go daughter go out with on a first date. #PresidentElectJoe #TrumpIsPathetic #MAGA #MAGA2020 https://t.co/qZqEQpObyU,0,1,0,[0 1 0],regular
1465,"My poll shows Trump winning Florida. https://t.co/SrpYQZmN7r via @YouTube

We believe your poll, patriot

#Trump 2020 #50 Red #MAGA",1,0,0,[1 0 0],regular
1466,@Manda_like_wine Trump loyal in Russia https://t.co/y8d2NGdO0S,1,0,0,[1 0 0],regular
1467,@elonmusk That might explain the apocalypse outside. Have you received and submitted your mail-in ballot?,0,0,1,[0 0 1],regular
1468,"Now they just have to get that smug deranged syphillitic pathologically-lying bastard out of the White House ... 
#Elections2020 #USElection2020 #Biden #YOUREFIRED #DumpTrump #Election2020Results #PresidentBidenVPHarris2020 #FireTheTrumpRegime https://t.co/sBK0VyTl75",0,1,0,[0 1 0],regular
1469,"@realDonaldTrump After you gave Flynn a happy Thanksgiving, How about a Merry Christmas for Julian?#FreeAssange #maga #WWGIWGA",0,0,1,[0 0 1],regular
1470,@Supermari64 Who better for iranian trump or jo?,0,0,1,[0 0 1],regular
1471,@TheRickWilson When #Trump declares victory when the count is still on. #Election2020 #Biden https://t.co/NkdCnoE6Cz,0,1,0,[0 1 0],regular
1472,@hayescartoons @TheWoo0 @Kjtandsons @world_of_pop_ @JoeBiden @realDonaldTrump What you say about all those missed mailed ballots? How about the centers that counted many unregistered votes? There are lots of evidences of cheating and it’s only because of democrat governors. Pretty simple that’s all. @realDonaldTrump could win BIG and that’s gonna happen.,1,0,0,[1 0 0],regular
1473,"Biden has just challenged Trump to address the nation and calm the mob violence, calling the protests a “dark moment” #capitolhill",0,0,1,[0 0 1],regular
1474,"慶賀FB禁言30天後出獄

Mr. Trump is the 46th U.S.A presidentcy election winner.

Joe Biden will go behind the bars for ballot fraud.

#筋トレミーム 

#MAGA2020LandslideVictory https://t.co/9LSr0AlMcF",1,0,0,[1 0 0],regular
1475,Jimmy Kimmel used a musical number to mock Donald Trump’s reluctance to leave the White House. https://t.co/cwrjSPtTeY via @HuffPostEnt,0,1,0,[0 1 0],regular
1476,I'm calling my nice hot cup of tea for me. #Trump2020,1,0,0,[1 0 0],regular
1477,@btrinen @marceelias Some mailboxes were removed. Voters probably had to travel more to put their ballot in mail box.   Many voterd did vote before election day.,0,0,1,[0 0 1],regular
1478,"@JoeBiden Hello there
Now that you're the man in charge please don't cause more pain for us #iranians more than we already have. Putting more sanctions and restrictions on Iran is only making life harder for us normal citizens! Be wiser than previous presidents 🙏",0,1,0,[0 1 0],regular
1479,"More memes made in Taiwan re: the US election:
Trump's anti-China, tied to pro independence; Biden's pro-China at the expense of TW
1. K Harris is in fact Xi
2. Biden is communist
3. Mock pro indies for crying over Trump losing
4. TW President changed sides as Biden took the lead https://t.co/wsi8EWpQye",0,0,1,[0 0 1],regular
1480,"Not in #TeamTrump anymore... 😉
#USElection2020 🇺🇸🇬🇧 #PresidentElectJoe https://t.co/wXnaNs6pDU",0,1,0,[0 1 0],regular
1481,"by the time i wake up in the morning, i expect a new president to be announced 😁😁😁😁 #VoteHimOut",0,1,0,[0 1 0],regular
1482,@JoeBiden From iran🙋‍♂️,0,1,0,[0 1 0],regular
1483,@JoeBiden @SenKamalaHarris pls maintain the undermine democracy in Nigeria and get visa ban diplomatic relationship with Nigeria,0,1,0,[0 1 0],regular
1484,"hi @ladygaga this is me on my way to vote early in Seattle thank you for inspiring us! #BidenHarris 💕🗡 
#VOTE #voteblue https://t.co/2I16mELXU4",0,1,0,[0 1 0],regular
1485,"@acoyne Maybe if George Stefanopoulos asked @JoeBiden about #HunterBiden,  he would have been winner. #AbcTownHall #https://nypost.com/2020/10/14/email-reveals-how-hunter-biden-introduced-ukrainian-biz-man-to-dad/amp/",1,0,0,[1 0 0],regular
1486,@realDonaldTrump Where do they come out of? Their hats or the in-mail ballot?,0,1,0,[0 1 0],regular
1487,"Indeed.
Thak you Presedent Donald Trump. https://t.co/GUGVJhn0SI",1,0,0,[1 0 0],regular
1488,@berniesanders: All Latin America firmly hopes that @JoeBiden will take into account your vision and concern for the internal issues of #USA and let us build our future in peace.  He won by the people who rejected #Trump and for your contribution to the process. https://t.co/VJZMnks6W3,0,1,0,[0 1 0],regular
1489,"@realDonaldTrump Hi sor donald j . Trump i will dialogues to your position &amp; about election you for president exactly on USA !! Mr president ؛ how dialogue to you intermediaries ??
Sir dear trump i have basic solution for  your cinch election  &amp; seal.if you desire pl tell me by colleagues.Rasul",0,0,1,[0 0 1],regular
1490,Re-recordings mean NEW COVER ART 🥺🥺🥺 @taylorswift13 #NovemberIsComing #folklore,0,0,1,[0 0 1],regular
1491,@TuckerCarlson the only one trying to steal and subvert the election is Mr. Trump. Too bad you’ve sold your soul to become a mouth piece doing his bidding. #trumpcertifiedloser #TrumpConcede #TrumpIsLosing,0,1,0,[0 1 0],regular
1492,@ProjectLincoln Must be one heck of a corner... same corner the virus is taking... on the same path has showing everyone his tax returns!  #VoteHimOut #TrumpIsBroke #unstablegenius #EnoughIsEnough #Vote #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica,0,1,0,[0 1 0],regular
1493,hi @ladygaga i voted for Biden today thank u for be a inspiration for us love u #BidenHarris #VOTE #VoteBlue https://t.co/1bNeUmAHmY,0,1,0,[0 1 0],regular
1494,Oh man let’s make this so obvious we don’t need recounts! #vote #flipthesenate #dumptrump #enough #bringbackcivility #bidenharris2020 @ Ouro Minas Palace Hotel https://t.co/PozYINMD9G,0,1,0,[0 1 0],regular
1495,"@yesar Guessing only:
1. Donâ€™t know. 
2. They wonâ€™t have miscalculation during the last weeks of Trump admin. They waited till now w Suleimani assassination (more important). Theyâ€™ll wait until Biden is in. Even if they attack then, Biden unlike trump wonâ€™t strike their facilities &gt;&gt;",0,0,1,[0 0 1],regular
1496,Study identifies thousands of #Twitter #bots amplifying conspiracy theories ahead of the #USElections  https://t.co/ykBFBubeGo via @VentureBeat,0,0,1,[0 0 1],regular
1497,@PlasFron @rcolvile But what is unbelievable is that they want Joe Biden!,1,0,0,[1 0 0],regular
1498,#Saudi Amb. to the #UN calling President-Elect #Biden “naive” https://t.co/nqbevEmIBf https://t.co/rPjKD4u2df,0,1,0,[0 1 0],regular
1499,"Graphs to watch closely over the next few days:

#coronavirus 
#bitcoin 
#USelections https://t.co/nY2hi1GHWL",0,0,1,[0 0 1],regular
1500,"@KamalaHarris We have a long memory. 
#NovemberIsComing 
And it comes every year.",0,0,1,[0 0 1],regular
1501,@KenCalvert @senatemajldr has a bill he hasn’t brought up for a vote and has now adjourned the senate until after the election.... also @POTUS @realDonaldTrump said to “stop working on stimulus and focus on ACB”... #FactsMatter #ComplicitCorruptGOP #NovemberIsComing,0,0,1,[0 0 1],regular
1502,You are old. In the mind. #ByeByeTrump,0,1,0,[0 1 0],regular
1503,"Get outta my way, Bitch.
🏳️‍🌈
🏳️‍🌈
🏳️‍🌈
#Trump #bidenharis2020 #BolsonaroEoProximo #EleNão #ForaBolsonaro #ByeByeTrump #LGBTQ https://t.co/JnwVQcJGmb",1,0,0,[1 0 0],regular
1504,"@DonaldJTrumpJr A friendly reminder, kindly start packing all your things now and leave the WH! Indeed, Biden will #MakeAmericaGreatAgain 🤞🏻🤞🏻🤞🏻

#USElection2020",0,1,0,[0 1 0],regular
1505,Joe Biden &amp; the mainstream media of US are all criminal                                                A true Hong Konger supporting President Donald TRUMP https://t.co/A8u1pA8e6Q,1,0,0,[1 0 0],regular
1506,Congratulations #Biden,0,1,0,[0 1 0],regular
1507,@KamalaHarris @JoeBiden We are together in this!,0,1,0,[0 1 0],regular
1508,@JoeBiden I COULD CRY!,0,0,1,[0 0 1],regular
1509,"#BREAKING 
Israeli media reports that the Israeli political echelon ordered the IDF and other security services to be prepared for a possibility of an US strike in #Iran before the president elect @JoeBiden’s inauguration
#Israel #US",0,0,1,[0 0 1],regular
1510,"@samanthamarika1 I believe Samantha @samanthamarika1 that the American nation will never admit fraud.  For its Bases were Established in Honesty.  USA Patriot.

Congratulations to Veterans Days 
#Trump2020",0,0,1,[0 0 1],regular
1511,"#ByeByeTrump #Trump 
Donald Trump lost and this character knows it https://t.co/SS3Aguc2Bj",0,1,0,[0 1 0],regular
1512,"@TheGrigoryan @SecPompeo @StateDept @SecPompeo @WhiteHouse @JoeBiden if human rights matters to you, please act ASAPâ—ï¸ðŸ™",0,0,1,[0 0 1],regular
1513,EU backs Nigerian candidate for WTO top job https://t.co/rJtetnsvgI #WTO #trade #economy #business #money #Geneva #Nigeria #Ngozi #Europe #EU #EuropeanUnion #Brussels #politics #security #geopolitics #foreignpolicy #diplomacy #Trump #Africa #UN,0,0,1,[0 0 1],regular
1514,"""Democracy for an insignificant minority, democracy for the rich - that is the democracy of capitalist society.""

V.I. Lenin

#Elections🗳️

#Vote2020 #USAElections2020 #MakeAmericaGreatAgain #USPresidentialElections2020 #ElectionDay2020 https://t.co/zdKsxZzB4m",0,0,1,[0 0 1],regular
1515,"Poll: #Biden leads #Trump by 10 points in Wisconsin and Michigan and 7 points in Pennsylvania | @ReutersUK 🇬🇧 | 
#Election2020 https://t.co/EVq20Y53ja",0,0,1,[0 0 1],regular
1516,US election 2020 live results: Donald Trump takes on Joe Biden in race for White House https://t.co/oWLjh2DUyW,0,0,1,[0 0 1],regular
1517,"AkÅŸenerden ErdoÄŸanâ€™a 
â€œMr. Erdogan you are at a junction,â€ she wrote in a Twitter post. â€œEither you choose your nation and do what is necessary, or you choose your son-in-law and you will lose at the first ballot box.â€",0,0,1,[0 0 1],regular
1518,"""#Trump was great for Netanyahu; Biden will be better for Israel"" 

I honestly doubt it. I don't think #Biden will be better for Israel.

What do you think? 
https://t.co/bmAbOaGxWj",1,0,0,[1 0 0],regular
1519,I was waiting to hear from Prof Lichtman on #USElection2020 and he has spoken! #DonaldTrump #JoeBiden https://t.co/V4JtlNrS5R,0,0,1,[0 0 1],regular
1520,"France, Germany, UK Discuss Working with Joe Biden on JCPOA - Politics news - Tasnim News Agency https://t.co/gw6SYXp2Xw",0,0,1,[0 0 1],regular
1521,"@JoeBiden Hi Mr.president ... may I ask you sth that you can do it easily, please remove some fucking restrictions of Instagram in Iran ... we are suffocating under the pressure of fucking politicians game, the people is innocent and only sacrificing 😞😓
Tnx for ur consideration",1,0,0,[1 0 0],regular
1522,"@Laurie_Garrett @cmrondon @JoeBiden Damnly right!. He hasn't won yet. Need the official counting over, specially important in this plagued of anomalies election... No the biased Media announcements and Marketing... Thanks God there is a functional  Law system in USA!",1,0,0,[1 0 0],regular
1523,Donald Trump...... what a guy,0,0,1,[0 0 1],regular
1524,"@realDonaldTrump Donald, 74.000.000 &gt; 71.000.000 you LOST
#ByeByeTrump #ByeTrump",0,1,0,[0 1 0],regular
1525,"From Howdy Modi to Namaste Trump;

‘India is filthy! India’s air quality is filthy’

*Every time India manages to be in debate for US Presidential elections*

Ppl hate or like it but no one can ignore India!! :) 

#FridayVibes 
#DonaldTrump 
#NarendraModi 
#SwatchhBharat",0,0,1,[0 0 1],regular
1526,@JoeBiden Sounds like Comunist speak to me,0,1,0,[0 1 0],regular
1527,"Cheers to you, America 🇺🇸🥂 #TeamJoe

(Poppy still upset about Warren, as evidenced by 2nd pic)

#GoJOE #Election2020 #MakeAmericaGreatAgain https://t.co/TCdIcxBZq9",0,1,0,[0 1 0],regular
1528,@realDonaldTrump Occupying the WHITE HOUSE. #MAGA #trumpandemic,1,0,0,[1 0 0],regular
1529,https://t.co/cGbkkwFHAS Betty Moon announces multiple 2021 Grammy Ballot nominations - ‘Little Miss Hollywood’ - #BettyMoon https://t.co/baMoNyOSt8 https://t.co/BQAuGfKEll,0,0,1,[0 0 1],regular
1530,"@ScottFishman Thank you so much President Elect Scott Fishman.
#MAGA
#TRUMP2020ToSaveAmerica",1,0,0,[1 0 0],regular
1531,And that's why #Trump2020 https://t.co/tQKMqwsS8U,1,0,0,[1 0 0],regular
1532,"@realDonaldTrump Dear Mr.Trump,,be realistic,,in fact you lost it all to China and Iran and partly Russia",0,1,0,[0 1 0],regular
1533,@APFactCheck He needs to admit defeat step down make America great again he lost the dream during the 4 years of presidency #MakeAmericaGreatAgain,0,1,0,[0 1 0],regular
1534,"@NZim22 @CollinKelley @Fred_Jackson__ @realDonaldTrump @JoeBiden I know denial is one of the seven stages of grief. All you #MAGA cry babies are still in denial. Like the orange baby says in his tweets sometimes, â€œSAD!â€ But donâ€™t worry, @JoeBiden and @KamalaHarris will invest in healthcare instead of golf trips, you will get counseling. ðŸ˜˜",0,1,0,[0 1 0],regular
1535,"King is dead, long live the new king! #ByeByeTrump #JoeBiden",0,1,0,[0 1 0],regular
1536,The incoming #Biden Administration appears to be ready to cooperate with #China and to an extent even encourage the PRC’s rise. This strategy will receive bipartisan backlash - especially from Republicans. To what extent a skeptical Congress can rein in Biden has yet to be seen. https://t.co/phaXVLaypx,0,1,0,[0 1 0],regular
1537,"I don't give Trump enough credit so here goes...

I would like to thank him for at least keeping one of his promises...

...On January the 20th the swamp will have been drained!

Congratulations America! 🇺🇸 👏 

#DumpTrump #DrainTheSwamp",1,0,0,[1 0 0],regular
1538,Investors asses Coca-Cola's post-pandemic reopening play https://t.co/P6NEtkt31n #Coke #CocaCola #business #money #trade #economy #pandemic #coronavirus #CoronavirusOutbreak #CoronaVirusUpdate #COVID19 #COVID2019 #COVID #US #USA #Trump #investment,0,0,1,[0 0 1],regular
1539,"Electoral College update: Joe Biden has a total of 264 electoral votes, while President Trump has 214.

The first to reach 270 votes will be the next US President.",0,0,1,[0 0 1],regular
1540,"@MichelleObama @BarackObama @KamalaHarris @JoeBiden Hussein is the person who did not even havemercy on his child on the day of Ashura, and hewas beheaded
#Arbaeen2020",0,0,1,[0 0 1],regular
1541,@JurajPodracky @GOPLeader Operation #DrainTheSwamp #Elections2020 just begun stay tune https://t.co/TFooBWMFYv,0,0,1,[0 0 1],regular
1542,Tight slap on the face of so called left wing celebrating Biden's victory. Trump initiated this and Biden confirmed. Ab tum logo ka kya hoga vidu? #Biden #PresidentElectJoe https://t.co/6ORjJE6NUU,1,0,0,[1 0 0],regular
1543,@Ishimur12291061 @finds_a_way @DestinyPremo @dona17_mc @realDonaldTrump I swear that’s #SleepyJoe spirit on him he needs spiritual water man😂,1,0,0,[1 0 0],regular
1544,@leo It is what it is -Trump,0,0,1,[0 0 1],regular
1545,"#Pensylvania and #Georgia took the U-turn, and they are gonna be all blue 💙
#TrumpMeltdown 
#TrumpIsLosing 
#Election2020 https://t.co/X2rfguKlGy",0,1,0,[0 1 0],regular
1546,Fatality!! 😂😂 #ByeByeTrump https://t.co/wrsPEkvGU2,0,1,0,[0 1 0],regular
1547,Voter Fraud isn't a far fetched scheme. Happens all over the world. Possible with the evidence provided so far. In due time more will be uncovered. #poli #voterfraud #Evidence #Trump #Michigan #AuditTheVote #BidenCorruption https://t.co/NKTsnWTUWL,1,0,0,[1 0 0],regular
1548,"It's wonderful Adil. It's not about making Twitter headlines, it's about making headway. Hopefully the USA can do that now. 🤟#biden #MakeAmericaGreatAgain #USAelection2020 https://t.co/7JyWuLSzdK",0,0,1,[0 0 1],regular
1549,@realDonaldTrump #maga #Deplorables this is for you: https://t.co/L0zljRr0eG,0,0,1,[0 0 1],regular
1550,"JOE BIDEN DEFEATS PRESIDENT DONALD TRUMP 

The Associated Press declares Joe Biden the winner of a grueling campaign for the American presidency. He will lead a polarized nation through a historic collision of health, economic and social crises.",0,0,1,[0 0 1],regular
1551,Grifters gonna grift.... #DrainTheSwamp https://t.co/7VBuR8GT0J,1,0,0,[1 0 0],regular
1552,You pathetic excuse for a President leave and take your grifter family with you #TrumpCrimeFamilyForPrison #TeamTrump @POTUS #TrumpTantrum #TrumpIsLosing #Trump #trump @realDonaldTrump @EricTrump @IvankaTrump @DonaldJTrumpJr @LaraLeaTrump @IvankaTrump #Kushner #Trumpgrifters,0,1,0,[0 1 0],regular
1553,"@FelipeCalderon @JoeBiden Felicidades al Presidente electo @JoeBiden, en México estamos felices con su contundente triunfo. 

Best wishes from Mexico, Mr. President elect @JoeBiden, happy birthday and congratulations on winning the election. https://t.co/0Fmf0QdsF7",0,1,0,[0 1 0],regular
1554,"#ByeByeTrump 
Thank you @realDonaldTrump and @FLOTUS  for this wonderful 4 years 😄😄

#Election2020 #PresidentElectJoe #BidenHarris2020 #TrumpVsBidenFight #Trump #AmericaDecides2020 #Election2020 #USElectionResults2020 #PresidentElectJoe #TrumpOut @TeamTrump @POTUS https://t.co/F1TEN06Fp3",0,1,0,[0 1 0],regular
1555,And this is the IRA loving prick you have just congratulated @BorisJohnson #teamtrump https://t.co/le1Ce3Pq0v,1,0,0,[1 0 0],regular
1556,Omg Jim Carrey as Joe Biden is everything we needed but did not know EPIC! #SNLPremiere #SNL #JimCarrey #JoeBiden https://t.co/0WCAOysRRD,0,0,1,[0 0 1],regular
1557,"NOTICE! NOTICE!! NOTICE!!! Please note if you a #ManchesterUnited fans here 🤭🤭 we need to have a meeting 🙄🙄🙄 i need to know the name of this Formation you guys used yesterday🚶🚶🚶🚶
#JumiaBlackFridaysKE 
#ByeByeTrump 
#BidenHarris 
#ManchesterUnited https://t.co/xVhHaGjNNA",0,0,1,[0 0 1],regular
1558,"Congratulations to President-elect Joe Biden and VP Kamala Harris.

Israel is looking forward to work together and strengthen our alliance and bring more peace to the Middle East. God bless America. God bless Israel. 🇮🇱🇺🇸 https://t.co/UKLDGroa9s",0,1,0,[0 1 0],regular
1559,@mdegs @CaseydillaDixon @hauntedwrld @BrandonMatz @MauraBarrettNBC @mitchellreports ðŸ˜‚ðŸ˜‚ðŸ˜‚ my goodness. So media reports on Trumps Chinese bank account are true but reports on Hunter/Joe Bidenâ€™s dealings with foreign governments are not? https://t.co/KGvvqksl15,1,0,0,[1 0 0],regular
1560,"BIG TECH &amp; the FAKE MEDIA elected Sleepy Joe “The United States real President is Donald J.Trump!
🇺🇸❤️🇺🇸❤️🇺🇸❤️",0,1,0,[0 1 0],regular
1561,"@potus @vp @JoeBiden @KamalaHarris
This is your election, not mine. Anxious to see what happens

✌🇺🇲110320
#NowPlaying ""Dipset Anthem - Album Version"" by The Diplomats, Cam'ron, Juelz Santana on @TIDAL https://t.co/znNeTlLJMK",0,0,1,[0 0 1],regular
1562,The land of the free!! #MAGA https://t.co/CyRulPfkgl,1,0,0,[1 0 0],regular
1563,“It’s morning again in America.” #USElection2020 #BidenHarris2020 #MakeAmericaGreatAgain,0,1,0,[0 1 0],regular
1564,"As of right now, #Trump leading in Michigan, Wisconsin, Pennsylvania, North Carolina, and Georgia. But half of the votes are still not counted. #Elections2020 #Election2020",0,0,1,[0 0 1],regular
1565,@JoeBiden @JuanFraAguilar As simple as that. Agree. https://t.co/l5LUpfhoeF,0,1,0,[0 1 0],regular
1566,"Why can't Trump go the White House anymore?? 
Because it's ForBiden!! 🤣🤣
#USElections #USElectionResults #ByeByeTrump #ElectionResults2020 #Elections2020",0,1,0,[0 1 0],regular
1567,"Biden - 264
Trump - 214
Soulja boy - 6789998212",0,0,1,[0 0 1],regular
1568,"Thank you @realDonaldTrump your tweets were amazing. On behalf of all Muslims around the world, we will clearly miss your stupidity on a world level. Clearly the best 4years of entertainment from the white House! 🤣 #TrumpIsALaughingStock #ByeByeTrump #BidenHarrisToSaveAmerica",0,1,0,[0 1 0],regular
1569,"@navrina_singh Why you want to vote for BidenHarris. #Trump has shown significant improvement in last 4 years in Taxes, Job creation, military (troops are returning home), country deals n more. Looking his background (what I read) Money is just a viscous game n he handled bankruptcy very well.",1,0,0,[1 0 0],regular
1570,Biden set to dramatically raise refugee caps in the US. Great news. https://t.co/foCgBSm3yu via @Crux,0,0,1,[0 0 1],regular
1571,#JoeBiden the new president of United State of America 👏 fuck you #DonaldTrump 🖕🏻,0,1,0,[0 1 0],regular
1572,🤓Are you trying to visualize how data represents your state in #USElections beyond presidential race? Data doesn't have to be just a 4-lettered word when considering representation. #techforgood #dataviz via @FiveThirtyEight https://t.co/LdiapDpJhj,0,0,1,[0 0 1],regular
1573,interesting. people love a 77 years old elderly to manage the country. I would like to travel or drink a hot tea and look at the sea under the good weather. #USElections #Biden #Elections2020 #StupidAmericans,0,0,1,[0 0 1],regular
1574,"Everything changes, Hope this change gives a better change to our relationship
#welcomebiden #hope #ByeByeTrump #KamalaHarris #JoeBiden",0,1,0,[0 1 0],regular
1575,"Mail-in ballots be like:
#PresidentElectJoe https://t.co/wgqi14BNF6",0,0,1,[0 0 1],regular
1576,"Anyone responsible for that many deaths should not remain The President of the United States of America- #JoeBiden 
#debates #debates2020 https://t.co/pXF2qEdXpB",0,1,0,[0 1 0],regular
1577,Trump will be absolutely fuming. Love to see it 😂 America is in a bad place regardless #MakeAmericaGreatAgain,0,1,0,[0 1 0],regular
1578,@McFaul @JoeBiden @Transition46 Biden Cheated you mean?😊,1,0,0,[1 0 0],regular
1579,Tell em Weezy!! #MyPresident https://t.co/teue3Ye60P,0,0,1,[0 0 1],regular
1580,US Presidential election enters home stretch and it's a do or die situation for @realDonaldTrump and @JoeBiden. @palaksharmanews brings the latest in the special show US Ahead #USelections #DonaldTrump #JoeBiden https://t.co/Ue6q4x0dIe,0,0,1,[0 0 1],regular
1581,@TaoufikHraka @v1uROIeF6N6vZki I have no doubt that Trump will win in court!,1,0,0,[1 0 0],regular
1582,@realDonaldTrump United States 🇺🇸 can't count votes in a timely fashion? Seriously? I can’t believe this. #ElectionResults2020 #biden #democracy,0,0,1,[0 0 1],regular
1583,@WilsonCwell Put some respect on my dawg! #MyPresident,0,0,1,[0 0 1],regular
1584,We need Joe Biden! Donald Trump is nothing but A LIER who falsely claimed his victory in the election! Joe Biden is the only choice for good of America! Vote for Biden!!! https://t.co/quBbewCHn4,0,1,0,[0 1 0],regular
1585,"That doesn't make sense...

 The emails were threatening people that if they didn't vote for #Trump that the #ProudBoys knew where they live. How is that an attempt to help #Biden? https://t.co/0Z6JcKocKd",0,0,1,[0 0 1],regular
